NOMBRE CIENTIFICO,NOMBRE,CLASE,ORDEN,FAMILIA,GENERO,ESPECIE,
Tangara velia,Tangara de Lomo Opalino,AVES,PASSERIFORMES,THRAUPIDAE,Tangara,velia,
Tangara callophrys,Tangara de Corona Opalina,AVES,PASSERIFORMES,THRAUPIDAE,Tangara,callophrys,
Tangara gyrola,Tangara de Cabeza Baya,AVES,PASSERIFORMES,THRAUPIDAE,Tangara,gyrola,
Tangara chrysotis,Tangara de Oreja Dorada,AVES,PASSERIFORMES,THRAUPIDAE,Tangara,chrysotis,
Tangara xanthocephala,Tangara de Corona Azafrán,AVES,PASSERIFORMES,THRAUPIDAE,Tangara,xanthocephala,
Tangara parzudakii,Tangara Cara de Fuego,AVES,PASSERIFORMES,THRAUPIDAE,Tangara,parzudakii,
Tangara schrankii,Tangara Verde y Dorada,AVES,PASSERIFORMES,THRAUPIDAE,Tangara,schrankii,
Tangara arthus,Tangara Dorada,AVES,PASSERIFORMES,THRAUPIDAE,Tangara,arthus,
Tangara icterocephala,Tangara de Garganta Plateada,AVES,PASSERIFORMES,THRAUPIDAE,Tangara,icterocephala,
Thraupis episcopus,Tangara Azuleja,AVES,PASSERIFORMES,THRAUPIDAE,Thraupis,episcopus,
Thraupis sayaca ,Tangara Sayaca,AVES,PASSERIFORMES,THRAUPIDAE,Thraupis,sayaca ,
Thraupis palmarum,Tangara de Palmeras,AVES,PASSERIFORMES,THRAUPIDAE,Thraupis,palmarum,
Ixothraupis varia,Tangara Manchada,AVES,PASSERIFORMES,THRAUPIDAE,Ixothraupis,varia,
Ixothraupis xanthogastra,Tangara de Vientre Amarillo,AVES,PASSERIFORMES,THRAUPIDAE,Ixothraupis,xanthogastra,
Ixothraupis punctata,Tangara Moteada,AVES,PASSERIFORMES,THRAUPIDAE,Ixothraupis,punctata,
